"","lon","lat","svog_amount","svog_grantee","address_full","Address","City","State","Zip","Account Venue"
"146",-93.7232969,36.4096821,481108.27,"Elna M. Smith Foundation ","935 Passion Play Rd, Eureka Springs, AR, 72632","935 Passion Play Rd","Eureka Springs","AR","72632","Theatrical producer"
"147",-93.7077294,36.3936887,72845.9,"Inspiration Point Fine Arts Colony ","16311 Highway 62 W, Eureka Springs, AR, 72632","16311 Highway 62 W","Eureka Springs","AR","72632","Live performing arts organization operator"
"148",-94.1595146,36.0617009,158960.27,"Folk School of Fayetteville ","1 E Mountain, Fayetteville, AR, 72701","1 E Mountain","Fayetteville","AR","72701","Live venue operator or promoter"
"149",-94.2167172,36.0792759,76913.66,"Six Twelve Coffeehouse & Bar, LLC ","3980 W Wedington Dr Suite 19, Fayetteville, AR, 72704","3980 W Wedington Dr Suite 19","Fayetteville","AR","72704","Live venue operator or promoter"
"150",-94.1604475,36.0663811,144377.63,"Symphony of Northwest Arkansas ","P.O. Box 1243, Fayetteville, AR, 72702","P.O. Box 1243","Fayetteville","AR","72702","Live performing arts organization operator"
"151",-94.166454,36.066189,1347578.45,"The Crowne Group, LLC ","519 W Dickson Street, Fayetteville, AR, 72701","519 W Dickson Street","Fayetteville","AR","72701","Live venue operator or promoter"
"152",-94.1653142,36.064659,350094.61,"Theatre Squared, Inc ","477 W Spring St, Fayetteville, AR, 72701","477 W Spring St","Fayetteville","AR","72701","Theatrical producer"
"153",-94.1559153,36.0905724,123882.81,"Thomas-York Inc ","2101 N. Green Acres Rd. STE 2, Fayetteville, AR, 72703","2101 N. Green Acres Rd. STE 2","Fayetteville","AR","72703","Talent representative"
"154",-94.1643347,36.0656765,9864805.05,"Walton Arts Center Council, Inc. ","PO Box 3547 255 N School Ave, Fayetteville, AR, 72702","PO Box 3547 255 N School Ave","Fayetteville","AR","72702","Live venue operator or promoter"
"155",-94.41542,35.3814653,25171.2,"Fort Smith Art Center Inc. ","1601 Rogers Avenue, Fort Smith, AR, 72901","1601 Rogers Avenue","Fort Smith","AR","72901","Museum Operator"
"156",-94.4184624,35.385872,606935.7,"TempleLive, LLC ","200 North 11 Street, Fort Smith, AR, 72901","200 North 11 Street","Fort Smith","AR","72901","Live venue operator or promoter"
"157",-92.4058024,35.1937949,51257.55,"Gypsies L.L.C. ","7 Springhill dr, GREENBRIER, AR, 72058","7 Springhill dr","GREENBRIER","AR","72058","Live performing arts organization operator"
"158",-91.4864896,36.3173038,108341.73,"HIGHLAND TWIN CINEMA LLC ","PO Box 43, Hardy, AR, 72542","PO Box 43","Hardy","AR","72542","Motion picture theater operator"
"159",-93.108141,36.2310718,58864.63,"Ozark Arts Council ","115 W. Rush Ave, Harrison, AR, 72601","115 W. Rush Ave","Harrison","AR","72601","Live performing arts organization operator"
"160",-92.0299622,35.4912412,96019.24,"Gem Theatre ","117/119 West Main Street, Heber Springs, AR, 72543","117/119 West Main Street","Heber Springs","AR","72543","Motion picture theater operator"
"161",-90.5868807,34.5235458,345977.35,"SONNY BOY BLUES SOCIETY ","319 Phillips St, HELENA-WEST HELENA, AR, 72342","319 Phillips St","HELENA-WEST HELENA","AR","72342","Live performing arts organization operator"
"162",-93.1421996,34.4794865,196761.59,"Devine and Associates, LLC ","142 Cougar Terrace, Hot Springs, AR, 71913","142 Cougar Terrace","Hot Springs","AR","71913","Live venue operator or promoter"
"163",-93.0793791,34.4485933,783929,"Hot Springs Mall Cinema LLC ","4501 Central Ave, Hot Springs, AR, 71913","4501 Central Ave","Hot Springs","AR","71913","Motion picture theater operator"
"164",-93.0544312,34.5205291,37273.2,"Low Key Arts, Inc. ","118 ARBOR STREET, HOT SPRINGS, AR, 71901","118 ARBOR STREET","HOT SPRINGS","AR","71901","Live venue operator or promoter"
"165",-93.1162669,34.5147136,429140.14,"Mid-America Science Museum ","500 Mid America Blvd., Hot Springs, AR, 71913","500 Mid America Blvd.","Hot Springs","AR","71913","Museum Operator"
"166",-93.053859,34.508696,211036.44,"Theatre of Magic, Inc ","817 Central Ave, Hot Springs, AR, 71901","817 Central Ave","Hot Springs","AR","71901","Live venue operator or promoter"
"167",-90.7225838,35.8338003,15117.48,"Delta Symphony Orchestra ","P.O. Box 19117 920 Gee Street, Jonesboro, AR, 72403","P.O. Box 19117 920 Gee Street","Jonesboro","AR","72403","Live performing arts organization operator"
"168",-92.2878567,34.7461459,868772.35,"Arkansas Repertory Theatre ","P.O. Box 110, Little Rock, AR, 72203","P.O. Box 110","Little Rock","AR","72203","Theatrical producer"
"169",-92.3325696,34.7749073,432197.79,"Arkansas Symphony Orchestra Society, Inc. ","2417 N Tyler St, Little Rock, AR, 72207","2417 N Tyler St","Little Rock","AR","72207","Live performing arts organization operator"
"170",-92.2714716,34.7434207,157426.7,"Ballet Arkansas, Inc. ","520 Main Street, Little Rock, AR, 72201","520 Main Street","Little Rock","AR","72201","Live performing arts organization operator"
"171",-92.3160385,34.7406267,43968.21,"Brandon House Cultural & Performing Arts Center ","3802 West 12th Street P O Box 466 Little Rock, AR 72203, Little Rock, AR, 72204","3802 West 12th Street P O Box 466 Little Rock, AR 72203","Little Rock","AR","72204","Live performing arts organization operator"
"172",-92.2754656,34.7491549,1520683.19,"City of Little Rock ","500 West Markham Street, Little Rock, AR, 72201","500 West Markham Street","Little Rock","AR","72201","Museum Operator"
"173",-92.2724929,34.7449465,60330.8,"Club Sway, Inc. ","412 Louisiana St., Little Rock, AR, 72206","412 Louisiana St.","Little Rock","AR","72206","Live venue operator or promoter"
"174",-92.2673801,34.7479774,977692.5,"DWB LLC ","302 President Clinton, Little Rock, AR, 72201","302 President Clinton","Little Rock","AR","72201","Live venue operator or promoter"
"175",-92.2895948,34.7464809,11681.6,"Flux Fesitvals LLC ","PO Box 55045, Little Rock, AR, 72215","PO Box 55045","Little Rock","AR","72215","Live venue operator or promoter"
"176",-92.3653797,34.6768831,69057,"HOGS BREATH GRILL LLC ","9500 INTERSTATE 30, LITTLE ROCK, AR, 72209","9500 INTERSTATE 30","LITTLE ROCK","AR","72209","Live venue operator or promoter"
"177",-92.3886896,34.7663655,236361.61,"Loony Bin of Little Rock, LLC ","10301 N RODNEY PARHAM RD C12-14, LITTLE ROCK, AR, 72227","10301 N RODNEY PARHAM RD C12-14","LITTLE ROCK","AR","72227","Live venue operator or promoter"
"178",-92.3464727,34.7159661,693634.83,"murry's dinner playhouse inc. ","6323 colonel glenn, Little Rock, AR, 72204","6323 colonel glenn","Little Rock","AR","72204","Live performing arts organization operator"
"179",-92.2646549,34.7476729,354107.7,"Museum of Discovery ","500 President Clinton Ave, Ste 150. Little Rock, AR 72201, Little Rock, AR, 72201","500 President Clinton Ave, Ste 150. Little Rock, AR 72201","Little Rock","AR","72201","Museum Operator"
"180",-92.3363,34.7690599,33229.25,"Opera in the Rock, Inc. ","1818 N Taylor St , Little Rock, AR, 72207","1818 N Taylor St ","Little Rock","AR","72207","Live performing arts organization operator"
"181",-92.2675785,34.7479639,363398.85,"Revolution Entertainment Group, LLC ","300 President Clinton Ave, Little Rock, AR, 72201","300 President Clinton Ave","Little Rock","AR","72201","Live venue operator or promoter"
"182",-92.4935737,34.7746221,127800.97,"Wildwood Park for the Arts, Inc ","20919 Denny Road, Little Rock, AR, 72223","20919 Denny Road","Little Rock","AR","72223","Live performing arts organization operator"
"183",-94.1377424,36.2407621,223706.04,"Adams Ventures ","808 S Bloomington, Lowell, AR, 72745","808 S Bloomington","Lowell","AR","72745","Live venue operator or promoter"
"184",-92.7440538,35.1509173,89340,"North Plaza Entertainment, Inc. ","P.O.Box 848, Morrilton, AR, 72110","P.O.Box 848","Morrilton","AR","72110","Motion picture theater operator"
"185",-92.3679043,36.3498425,736185.79,"Sun Valley Cinemas, Inc. ","1032 Hwy. 62 East, Mountain Home, AR, 72653","1032 Hwy. 62 East","Mountain Home","AR","72653","Motion picture theater operator"
"186",-92.27,34.78,89552.05,"Argenta Community Theater ","P. O. Box 5607, North Little Rock, AR, 72119","P. O. Box 5607","North Little Rock","AR","72119","Live performing arts organization operator"
"187",-92.2670592,34.7562357,4856.34,"Bearden Production Company ","115 East Broadway (Online Performances), NORTH LITTLE ROCK, AR, 72114","115 East Broadway (Online Performances)","NORTH LITTLE ROCK","AR","72114","Live performing arts organization operator"
"188",-92.3820687,34.8239276,64534.86,"Maumelle Event Center ","10910 Maumelle Blvd, North Little Rock, AR, 72113","10910 Maumelle Blvd","North Little Rock","AR","72113","Live venue operator or promoter"
"189",-92.2643235,34.7550895,3676806.1,"Pulaski County Multi-Purpose Civic Center Facilities Board, d/b/a Simm ","1 Simmons Bank Arena Dr, North Little Rock, AR, 72114","1 Simmons Bank Arena Dr","North Little Rock","AR","72114","Live venue operator or promoter"
"190",-92.2681107,34.7563636,118758.08,"THE JOINT ARGENTA, INC ","301 MAIN STE. 102, NORTH LITTLE ROCK, AR, 72114","301 MAIN STE. 102","NORTH LITTLE ROCK","AR","72114","Live venue operator or promoter"
"191",-90.5229025,36.0628066,821018.85,"Arkansas Cinemas, LLC ","2707 West Kingshighway, Paragould, AR, 72450","2707 West Kingshighway","Paragould","AR","72450","Motion picture theater operator"
"192",-91.9992676,34.2203564,869610.82,"Pine Bluff Civic Auditorium Complex Commission ","1 Convention Center Plaza, Pine Bluff, AR, 71601","1 Convention Center Plaza","Pine Bluff","AR","71601","Live venue operator or promoter"
"193",-91.9682768,34.2087196,35957.51,"Rain Investments LLC ","2901 Pines Mall Dr. Suite 500, PINE BLUFF, AR, 71601","2901 Pines Mall Dr. Suite 500","PINE BLUFF","AR","71601","Motion picture theater operator"
"194",-90.9537716,36.2380266,28651.95,"Studio For the Arts Inc. ","1401 Hwy 304 East, Pocahontas, AR, 72455","1401 Hwy 304 East","Pocahontas","AR","72455","Live venue operator or promoter"
"195",-94.1176775,36.3325349,116061.5,"Rogers Little Theater ","116 S. Second St, Rogers, AR, 72756","116 S. Second St","Rogers","AR","72756","Live performing arts organization operator"
"196",-91.7013581,35.2492052,679143,"Searcy Cinema Inc ","2933 E Race Ave, Searcy, AR, 72143","2933 E Race Ave","Searcy","AR","72143","Motion picture theater operator"
"197",-94.1185167,36.1642534,339559.2,"SPRINGDALE CIVIC CENTER LLC ","2323 S OLD MISSOURI RD STE D, SPRINGDALE, AR, 72764","2323 S OLD MISSOURI RD STE D","SPRINGDALE","AR","72764","Live venue operator or promoter"
"198",-91.5536684,34.4924121,3928.31,"GrandPrairieArtsCouncil/Art Center of the Grand Prairie ","108 W 12th, Stuttgart, AR, 72160","108 W 12th","Stuttgart","AR","72160","Museum Operator"
"199",-94.0351013,33.4284152,28748.65,"Texarkana Symphony Orchestra ","421 Hickory Street, Texarkana, AR, 71854","421 Hickory Street","Texarkana","AR","71854","Live performing arts organization operator"
"200",-112.1003132,33.8590426,284049,"Entertainment Events Inc ","1908 W EASTMAN CT, ANTHEM, AZ, 85086","1908 W EASTMAN CT","ANTHEM","AZ","85086","Theatrical producer"
"201",-112.1469802,33.8675068,81605.8,"Musical Theatre of Anthem, Inc. ","42201 N 41st Dr Ste B100, Anthem, AZ, 85086","42201 N 41st Dr Ste B100","Anthem","AZ","85086","Live venue operator or promoter"
"202",-112.575645,33.350507,112365.85,"TopWater, LLC ","24445 W. Sunrise Dr., Buckeye, AZ, 85326","24445 W. Sunrise Dr.","Buckeye","AZ","85326","Live venue operator or promoter"
"203",-111.922749,33.8238479,236365.95,"Liverpool Productions LLC ","PO Box 5523, Carefree, AZ, 85377","PO Box 5523","Carefree","AZ","85377","Talent representative"
"204",-111.7524997,32.8782687,10187.79,"Mildred D. Robinson ","420 N. Florence St., Casa Grande, AZ, 85122","420 N. Florence St.","Casa Grande","AZ","85122","Live performing arts organization operator"
"205",-111.8390317,33.2344617,2612678.4,"Alamo Chandler LLC ","4955 S Arizona Ave, Chandler, AZ, 85249","4955 S Arizona Ave","Chandler","AZ","85249","Motion picture theater operator"
"206",-111.8424516,33.3073892,868665.91,"Chandler Cultural Foundation ","250 North Arizona Avenue, Chandler, AZ, 85225","250 North Arizona Avenue","Chandler","AZ","85225","Live performing arts organization operator"
"207",-111.8417544,33.2998777,40552.42,"ImprovMANIA Entertainment, LLC ","250 S ARIZONA AVE Suite 3, CHANDLER, AZ, 85225","250 S ARIZONA AVE Suite 3","CHANDLER","AZ","85225","Live venue operator or promoter"
"208",-111.8501047,33.2591455,185669.93,"White Label Agency LLC ","3281 S Vine St, Chandler, AZ, 85248","3281 S Vine St","Chandler","AZ","85248","Talent representative"
"209",-112.0252983,34.7575149,523266.02,"Mabery Ranch Company, LLC dba: Blazin' M Ranch ","1875 Mabery Ranch Road P.O. Box 160, Cottonwood, AZ, 86326","1875 Mabery Ranch Road P.O. Box 160","Cottonwood","AZ","86326","Live venue operator or promoter"
"210",-111.6471265,35.1977608,19099.75,"Flagstaff Symphony Association ","113-A E. Aspen Ave, Flagstaff, AZ, 86001","113-A E. Aspen Ave","Flagstaff","AZ","86001","Live performing arts organization operator"
"211",-111.6630914,35.0832326,148916.7,"Greenhouse Productions LLC ","33 LAKOTA, FLAGSTAFF, AZ, 86005","33 LAKOTA","FLAGSTAFF","AZ","86005","Live venue operator or promoter"
"212",-111.6630914,35.0832326,108099,"Hullabaloo Festivals LLC ","33 LAKOTA, FLAGSTAFF, AZ, 86005","33 LAKOTA","FLAGSTAFF","AZ","86005","Live venue operator or promoter"
"213",-111.5940643,35.2222733,208317.06,"Peak Events, LLC ","4091 N. Pipit Pl., Flagstaff, AZ, 86004","4091 N. Pipit Pl.","Flagstaff","AZ","86004","Live venue operator or promoter"
"214",-111.6382415,35.2010073,52240,"Red & Black Productions, llc. ","773 N CANYON TERRACE DR, FLAGSTAFF, AZ, 86001","773 N CANYON TERRACE DR","FLAGSTAFF","AZ","86001","Live venue operator or promoter"
"215",-111.6495369,35.1984254,383720.08,"The Orpheum Presents LLC ","15 W Aspen Ave, Flagstaff, AZ, 86001","15 W Aspen Ave","Flagstaff","AZ","86001","Live venue operator or promoter"
"216",-111.6486985,35.2001374,68594.45,"Theatrikos Theatre Company ","11 W Cherry, Flagstaff, AZ, 86001","11 W Cherry","Flagstaff","AZ","86001","Theatrical producer"
"217",-111.7061555,33.5910889,161831.93,"Fountain Hills Theater, Inc. ","11445 N. Saguaro Blvd, Fountain Hills, AZ, 85268","11445 N. Saguaro Blvd","Fountain Hills","AZ","85268","Live performing arts organization operator"
"218",-111.7171696,33.5804961,1211678.5,"Recapturing Americana LLC ","16817 E. Nicklaus Drive, Fountain Hills, AZ, 85268","16817 E. Nicklaus Drive","Fountain Hills","AZ","85268","Theatrical producer"
"219",-111.687141,33.3171478,3856608,"Alamo Gilbert LLC ","5478 S Power Rd, Gilbert, AZ, 85295","5478 S Power Rd","Gilbert","AZ","85295","Motion picture theater operator"
"220",-111.7429976,33.3004468,160488,"Chill Lifestyles Inc ","2743 S. Market St Suite 110, Gilbert, AZ, 85296","2743 S. Market St Suite 110","Gilbert","AZ","85296","Live venue operator or promoter"
"221",-111.7607441,33.3639069,910915.2,"Foundation for Traditional Culture Inc ","1387 E. ASPEN AVENUE, GILBERT, AZ, 85234","1387 E. ASPEN AVENUE","GILBERT","AZ","85234","Theatrical producer"
"222",-111.7905777,33.3552408,1800131.38,"Hale Centre Theatre - Arizona, LLC ","50 West Page Avenue, Gilbert, AZ, 85233","50 West Page Avenue","Gilbert","AZ","85233","Live performing arts organization operator"
"223",-112.1530858,33.5676178,38015.59,"Absolut Bartending ","4346 W Olive Ave, Glendale, AZ, 85302","4346 W Olive Ave","Glendale","AZ","85302","Live venue operator or promoter"
"224",-112.1852865,33.5418303,24652.35,"Brian Maticic ","7154 N 58th Drive, Glendale, AZ, 85301","7154 N 58th Drive","Glendale","AZ","85301","Live venue operator or promoter"
"225",-110.7872549,33.3967333,415126.8,"Hollis Business Enterprises Inc. ","161 North Broad St. P. O. Box 70, Globe, AZ, 85501","161 North Broad St. P. O. Box 70","Globe","AZ","85501","Motion picture theater operator"
"226",-112.3955722,33.472076,287378,"PRO EVENTS, LLC ","2321 N 156th Dr, Goodyear, AZ, 85395","2321 N 156th Dr","Goodyear","AZ","85395","Live venue operator or promoter"
"227",-111.0125084,31.8576648,249926,"Community Performing Arts Center Foundation, Inc. ","1250 W Continental Rd, Green Valley, AZ, 85622","1250 W Continental Rd","Green Valley","AZ","85622","Live performing arts organization operator"
"228",-112.1162356,34.7512063,243988.38,"Spirit Room, LLC ","166 Main St., Jerome, AZ, 86331","166 Main St.","Jerome","AZ","86331","Live venue operator or promoter"
"229",-114.039119,35.240691,622159.89,"Kingman Four, LLC ","4035 N. Stockton Hill Road, Kingman, AZ, 86409","4035 N. Stockton Hill Road","Kingman","AZ","86409","Motion picture theater operator"
"230",-114.3414322,34.4691802,775000,"Movies Havasu LLC ","180 Swanson Avenue, Lake HAVASU CITY, AZ, 86403","180 Swanson Avenue","Lake HAVASU CITY","AZ","86403","Motion picture theater operator"
